시도명,시군구명,읍/면/동
전라북도,군산시,나운동
서울특별시,종로구,재동
충청북도,진천군,이월면
서울특별시,중구,신당동
부산광역시,사상구,모라동
경기도,화성시,동탄면
경기도,여주시,가남읍
강원도,영월군,남면
경상북도,상주시,청리면
인천광역시,연수구,옥련동
인천광역시,부평구,삼산동
충청남도,천안시서북구,백석동
경상남도,창원시 의창구,북면
전라남도,광양시,옥곡면
충청남도,예산군,대술면
경상남도,창원시 성산구,사파동
전라북도,익산시,신동
울산광역시,남구,삼산동
제주특별자치도,제주시,한림읍
서울특별시,동대문구,답십리동
경기도,하남시,감일동
대구광역시,북구,노원동3가
경상남도,통영시,미수동
서울특별시,광진구,중곡동
경기도,고양시덕양구,용두동
울산광역시,남구,신정동
울산광역시,울주군,범서읍
강원도,동해시,망상동
충청남도,아산시,권곡동
충청북도,충주시,호암동
경기도,성남시중원구,상대원동
서울특별시,서대문구,창천동
경상북도,경주시,건천읍
부산광역시,사하구,신평동
경상남도,진주시,상대동
서울특별시,용산구,한강로2가
강원도,양구군,양구읍
광주광역시,서구,치평동
전라남도,나주시,빛가람동
경상남도,밀양시,상동면
전라남도,광양시,금호동
전라남도,광양시,중동
강원도,태백시,화전동
전라북도,익산시,웅포면
부산광역시,중구,중앙동2가
경상남도,김해시,대청동
강원도,홍천군,서면
경상북도,경주시,강동면
서울특별시,중랑구,면목동
경상북도,성주군,월항면
서울특별시,성북구,보문동2가
경상남도,창원시 성산구,중앙동
대구광역시,수성구,지산동
부산광역시,사하구,다대동
경상남도,함양군,안의면
울산광역시,울주군,두서면
서울특별시,마포구,서교동
경상남도,양산시,상북면
충청북도,충주시,용산동
경기도,성남시분당구,야탑동
부산광역시,사하구,신평동
서울특별시,강서구,가양동
경상북도,포항시북구,신광면
경기도,안성시,금산동
서울특별시,동대문구,장안동
경상북도,구미시,오태동
경기도,부천시,상동
서울특별시,강서구,염창동
전라남도,영암군,영암읍
서울특별시,구로구,구로동
서울특별시,중구,신당동
서울특별시,중랑구,망우동
경기도,하남시,교산동
서울특별시,서초구,양재동
충청남도,보령시,천북면
서울특별시,도봉구,창동
전라남도,광양시,광양읍
대전광역시,서구,월평동
대전광역시,대덕구,신탄진동
전라남도,완도군,군외면
울산광역시,남구,신정동
서울특별시,강남구,역삼동
경기도,부천시,중동
경상남도,거제시,옥포동
경기도,용인시기흥구,구갈동
대전광역시,동구,성남동
부산광역시,북구,화명동
경기도,용인시기흥구,하갈동
서울특별시,마포구,성산동
경기도,구리시,인창동
경상남도,산청군,산청읍
경기도,부천시,중동
경상북도,구미시,원평동
전라남도,여수시,신기동
경상남도,거창군,거창읍
경기도,하남시,항동
충청남도,당진시,순성면
서울특별시,종로구,명륜1가
대구광역시,서구,내당동
경상남도,함안군,군북면
충청남도,천안시동남구,신방동
전라남도,나주시,금천면
경상남도,거제시,장평동
부산광역시,금정구,금사동
강원도,춘천시,후평동
경상남도,함양군,수동면
경기도,고양시일산동구,마두동
경기도,포천시,영중면
경기도,이천시,대월면
경상북도,포항시남구,동해면
제주특별자치도,제주시,연동
경기도,성남시중원구,금광동
경기도,안산시단원구,목내동
울산광역시,남구,야음동
서울특별시,강동구,길동
경상북도,포항시남구,오천읍
전라북도,군산시,경암동
경상남도,통영시,동호동
부산광역시,사상구,학장동
경상북도,경주시,내남면
경기도,안산시상록구,본오동
부산광역시,사상구,감전동
충청북도,충주시,신니면
서울특별시,성동구,금호동3가
충청남도,논산시,부적면
경상남도,함안군,칠서면
부산광역시,해운대구,좌동
경기도,광명시,광명동
부산광역시,영도구,청학동
경기도,남양주시,와부읍
경기도,화성시,송산면
서울특별시,관악구,신림동
강원도,동해시,쇄운동
대구광역시,북구,노원동3가
서울특별시,양천구,신월동
부산광역시,사상구,학장동
서울특별시,도봉구,방학동
경기도,안양시동안구,호계동
서울특별시,강남구,도곡동
전라북도,고창군,부안면
경기도,용인시기흥구,동백동
충청남도,아산시,음봉면
울산광역시,북구,화봉동
경상북도,경주시,인왕동
충청북도,음성군,금왕읍
대전광역시,동구,신흥동
서울특별시,송파구,가락동
강원도,홍천군,두촌면
경기도,화성시,비봉면
울산광역시,북구,연암동
강원도,원주시,일산동
광주광역시,동구,계림동
부산광역시,사상구,학장동
대구광역시,수성구,범어동
경기도,수원시팔달구,북수동
경상북도,구미시,인의동
인천광역시,부평구,청천동
경기도,화성시,정남면
경기도,수원시영통구,매탄동
인천광역시,부평구,삼산동
경기도,양평군,강하면
경기도,남양주시,진건읍
경상북도,포항시남구,효자동
경기도,용인시처인구,남사면
서울특별시,성동구,성수동2가
경기도,안양시동안구,평촌동
경상북도,군위군,군위읍
경상남도,거제시,옥포동
경기도,고양시일산동구,장항동
경상남도,창원시 진해구,도만동
강원도,원주시,소초면
전라남도,목포시,연산동
경상북도,경산시,정평동
서울특별시,마포구,대흥동
서울특별시,도봉구,창동
인천광역시,남동구,구월동
인천광역시,연수구,동춘동
부산광역시,사상구,감전동
경기도,광명시,하안동
경기도,안양시동안구,평촌동
대구광역시,동구,효목동
서울특별시,강동구,천호동
전라북도,군산시,산북동
경기도,용인시기흥구,서천동
경상북도,영천시,청통면
경기도,남양주시,일패동
제주특별자치도,서귀포시,동홍동
경상북도,영천시,망정동
서울특별시,동작구,상도동
전라남도,영암군,도포면
전라남도,함평군,대동면
부산광역시,동래구,온천동
경기도,양평군,양평읍
전라남도,무안군,몽탄면
인천광역시,부평구,삼산동
경상남도,사천시,동금동
전라북도,전주시완산구,중노송동
경상북도,성주군,월항면
광주광역시,북구,양산동
울산광역시,울주군,삼남면
경상북도,영덕군,병곡면
광주광역시,서구,쌍촌동
경기도,화성시,장안면
제주특별자치도,제주시,이도일동
부산광역시,기장군,일광면
제주특별자치도,제주시,화북이동
대구광역시,동구,효목동
경상북도,포항시북구,죽도동
경상남도,창원시 마산합포구,산호동
강원도,홍천군,화촌면
충청북도,옥천군,군북면
경기도,동두천시,생연동
전라북도,군산시,조촌동
전라북도,장수군,장수읍
부산광역시,부산진구,가야동
서울특별시,동대문구,장안동
경기도,동두천시,지행동
전라남도,고흥군,남양면
서울특별시,광진구,구의동
경상북도,영천시,청통면
부산광역시,부산진구,범천동
경상북도,경산시,중방동
충청북도,옥천군,군북면
강원도,춘천시,동내면
서울특별시,광진구,화양동
광주광역시,동구,금남로5가
충청남도,공주시,유구읍
전라북도,부안군,상서면
경기도,성남시분당구,금곡동
경기도,부천시,괴안동
강원도,동해시,천곡동
경기도,성남시분당구,야탑동
경기도,포천시,창수면
부산광역시,남구,감만동
전라남도,나주시,산포면
인천광역시,서구,당하동
전라남도,화순군,능주면
인천광역시,연수구,청학동
서울특별시,강남구,개포동
충청남도,아산시,점양동
강원도,홍천군,남면
강원도,원주시,소초면
전라남도,곡성군,목사동면
강원도,춘천시,남산면
경상남도,김해시,생림면
대전광역시,중구,목동
강원도,정선군,사북읍
경상북도,영천시,청통면
충청북도,음성군,감곡면
부산광역시,강서구,죽림동
경기도,화성시,우정읍
울산광역시,남구,신정동
인천광역시,부평구,청천동
경상북도,봉화군,봉성면
전라북도,고창군,고창읍
서울특별시,강동구,명일동
전라남도,화순군,화순읍
서울특별시,동작구,사당동
서울특별시,강북구,미아동
경기도,의정부시,의정부동
경상북도,포항시남구,일월동
경기도,부천시,오정동
서울특별시,도봉구,쌍문동
대구광역시,달서구,송현동
강원도,삼척시,미로면
전라남도,목포시,상동
경상북도,청도군,이서면
경상북도,포항시북구,용흥동
대구광역시,달서구,성당동
충청남도,부여군,홍산면
전라북도,고창군,성내면
경기도,부천시,역곡동
서울특별시,영등포구,신길동
충청남도,서천군,한산면
부산광역시,금정구,노포동
경상남도,통영시,광도면
전라남도,화순군,동면
전라북도,익산시,오산면
경상남도,창원시 마산회원구,내서읍
전라남도,목포시,상동
전라북도,정읍시,칠보면
경기도,안산시단원구,고잔동
경상남도,창원시 의창구,대원동
부산광역시,해운대구,좌동
충청북도,진천군,덕산면
경상북도,영천시,고경면
울산광역시,울주군,상북면
경기도,성남시중원구,은행동
강원도,속초시,설악동
전라북도,고창군,고창읍
부산광역시,사상구,엄궁동
경상남도,통영시,무전동
경상남도,김해시,구산동
강원도,원주시,단계동
경기도,파주시,탄현면
경기도,동두천시,상패동
서울특별시,관악구,신림동
경기도,성남시분당구,분당동
전라남도,목포시,상동
전라북도,김제시,신월동
경기도,수원시영통구,매탄동
전라북도,완주군,용진읍
전라북도,김제시,백산면
충청북도,청주시흥덕구,지동동
대구광역시,남구,대명동
경기도,안산시단원구,대부북동
서울특별시,은평구,대조동
전라남도,순천시,별량면
인천광역시,남구,주안동
경상북도,울진군,후포면
경상북도,김천시,증산면
경기도,고양시덕양구,행신동
전라북도,군산시,경장동
제주특별자치도,서귀포시,대정읍
울산광역시,울주군,웅촌면
경기도,평택시,청북읍
인천광역시,서구,경서동
경상남도,하동군,북천면
경기도,양주시,장흥면
인천광역시,계양구,효성동
경상남도,김해시,부원동
서울특별시,성동구,성수동2가
경상남도,김해시,대청동
충청북도,청주시흥덕구,옥산면
서울특별시,영등포구,영등포동
경상남도,창원시 진해구,석동
세종특별자치시,세종,한솔동
경기도,과천시,문원동
강원도,양양군,강현면
울산광역시,울주군,언양읍
서울특별시,양천구,신정동
울산광역시,북구,화봉동
경기도,고양시일산동구,사리현동
대구광역시,수성구,범어동
충청북도,제천시,백운면
경기도,용인시기흥구,동백동
전라북도,전주시덕진구,송천동1가
부산광역시,부산진구,당감동
전라남도,여수시,해산동
경기도,평택시,오성면
경상남도,남해군,남해읍
대전광역시,중구,목동
서울특별시,관악구,봉천동
전라북도,군산시,미룡동
전라북도,정읍시,소성면
전라북도,부안군,줄포면
경기도,여주시,점봉동
충청남도,보령시,죽정동
경기도,안산시단원구,선부동
경기도,김포시,북변동
경기도,수원시권선구,권선동
서울특별시,용산구,이태원동
강원도,삼척시,남양동
부산광역시,서구,동대신동3가
울산광역시,중구,성남동
인천광역시,남동구,만수동
서울특별시,중구,광희동2가
서울특별시,서대문구,홍은동
경상남도,고성군,삼산면
부산광역시,해운대구,반여동
경상북도,포항시남구,청림동
대전광역시,서구,괴정동
서울특별시,양천구,신정동
경기도,여주시,능서면
서울특별시,송파구,잠실동
경상북도,김천시,아포읍
경상북도,봉화군,춘양면
서울특별시,종로구,명륜4가
충청북도,영동군,황간면
전라남도,강진군,대구면
서울특별시,은평구,응암동
경상북도,구미시,광평동
경상북도,구미시,진평동
대구광역시,남구,봉덕동
서울특별시,용산구,보광동
강원도,평창군,진부면
경기도,안양시동안구,관양동
부산광역시,북구,구포동
경상북도,포항시남구,대도동
세종특별자치시,세종,연동면
경기도,안산시단원구,원곡동
전라남도,장성군,진원면
대전광역시,서구,내동
강원도,동해시,송정동
서울특별시,종로구,창신동
충청남도,천안시서북구,직산읍
충청북도,음성군,대소면
경상남도,통영시,중앙동
인천광역시,서구,당하동
경기도,용인시처인구,원삼면
경상북도,고령군,대가야읍
충청남도,천안시서북구,신당동
경기도,안산시단원구,신길동
강원도,인제군,북면
경기도,이천시,장호원읍
경기도,고양시덕양구,토당동
대구광역시,중구,화전동
경상남도,산청군,단성면
세종특별자치시,세종,조치원읍
경상북도,포항시북구,덕산동
전라남도,여수시,화양면
울산광역시,울주군,온양읍
경기도,성남시수정구,단대동
경기도,용인시처인구,백암면
경기도,안산시상록구,본오동
경상남도,양산시,주진동
경상남도,남해군,미조면
서울특별시,성북구,장위동
충청남도,아산시,탕정면
서울특별시,강남구,삼성동
부산광역시,강서구,식만동
전라북도,임실군,관촌면
경기도,안성시,보개면
서울특별시,강북구,수유동
서울특별시,강동구,암사동
경기도,용인시수지구,풍덕천동
경기도,평택시,포승읍
충청북도,괴산군,문광면
서울특별시,광진구,중곡동
경기도,광명시,하안동
경기도,남양주시,별내면
경기도,부천시,심곡동
경기도,안양시동안구,관양동
경상남도,진주시,장대동
경기도,포천시,가산면
광주광역시,서구,치평동
경상남도,거제시,아양동
충청북도,괴산군,불정면
서울특별시,노원구,공릉동
대전광역시,동구,원동
충청북도,청주시상당구,남문로2가
강원도,강릉시,연곡면
경상북도,영천시,화산면
서울특별시,양천구,신월동
서울특별시,영등포구,양평동1가
울산광역시,북구,진장동
서울특별시,구로구,오류동
경상북도,포항시남구,호동
경상북도,경산시,삼풍동
경상남도,고성군,고성읍
강원도,강릉시,강동면
전라남도,함평군,함평읍
강원도,동해시,평릉동
경기도,광명시,소하동
인천광역시,중구,중산동
충청북도,음성군,음성읍
서울특별시,관악구,신림동
경상북도,안동시,송현동
인천광역시,남동구,남촌동
경상남도,김해시,생림면
부산광역시,동래구,온천동
울산광역시,울주군,언양읍
서울특별시,강남구,수서동
경상남도,통영시,광도면
경상남도,김해시,생림면
서울특별시,종로구,낙원동
경기도,평택시,오성면
경상북도,상주시,모동면
경기도,안성시,삼죽면
충청북도,청주시상당구,용암동
경상남도,진주시,초전동
부산광역시,연제구,연산동
경기도,안양시동안구,관양동
경상남도,김해시,구산동
부산광역시,사상구,학장동
인천광역시,부평구,부개동
경상북도,포항시북구,환호동
강원도,홍천군,홍천읍
전라남도,여수시,안산동
경기도,부천시,도당동
서울특별시,영등포구,양평동3가
충청남도,공주시,정안면
전라북도,임실군,임실읍
경기도,평택시,세교동
경기도,용인시처인구,이동면
경기도,의정부시,가능동
경상남도,김해시,생림면
경기도,군포시,산본동
서울특별시,도봉구,도봉동
경기도,과천시,문원동
경기도,남양주시,오남읍
부산광역시,부산진구,당감동
서울특별시,구로구,온수동
경기도,하남시,하산곡동
경상북도,칠곡군,지천면
경상남도,합천군,삼가면
충청남도,아산시,좌부동
제주특별자치도,제주시,오라이동
광주광역시,서구,화정동
부산광역시,해운대구,우동
부산광역시,연제구,연산동
경상북도,김천시,덕곡동
경기도,성남시수정구,수진동
서울특별시,노원구,상계동
강원도,양양군,양양읍
충청북도,괴산군,장연면
제주특별자치도,제주시,한림읍
경기도,안성시,미양면
충청남도,금산군,복수면
부산광역시,금정구,구서동
전라남도,담양군,금성면
전라북도,정읍시,산외면
충청남도,아산시,방축동
광주광역시,남구,봉선동
광주광역시,북구,임동
전라북도,남원시,내척동
경기도,수원시영통구,매탄동
경기도,김포시,구래동
경상남도,밀양시,가곡동
충청남도,홍성군,홍북면
경상남도,창녕군,창녕읍
강원도,강릉시,노암동
서울특별시,광진구,중곡동
충청북도,충주시,앙성면
경기도,여주시,북내면
경상남도,양산시,산막동
인천광역시,남구,학익동
제주특별자치도,서귀포시,서귀동
전라북도,고창군,대산면
전라남도,영광군,묘량면
부산광역시,북구,화명동
전라북도,남원시,보절면
전라북도,정읍시,연지동
경상북도,봉화군,소천면
서울특별시,강남구,삼성동
전라북도,임실군,임실읍
경기도,광주시,초월읍
울산광역시,남구,신정동
광주광역시,북구,풍향동
대구광역시,달서구,장동
경상남도,함안군,가야읍
서울특별시,송파구,오금동
전라북도,정읍시,신태인읍
전라남도,순천시,풍덕동
부산광역시,기장군,정관읍
경상북도,성주군,금수면
경상남도,함안군,칠원읍
경상남도,거제시,사등면
경기도,성남시분당구,서현동
전라남도,고흥군,점암면
경기도,성남시분당구,구미동
경기도,김포시,북변동
전라북도,정읍시,산외면
강원도,홍천군,화촌면
인천광역시,남구,용현동
전라남도,장흥군,안양면
경기도,하남시,초일동
경기도,남양주시,화도읍
서울특별시,동대문구,제기동
경기도,성남시중원구,은행동
경상북도,포항시남구,호미곶면
경상남도,창원시 의창구,팔용동
경기도,김포시,마산동
서울특별시,서대문구,홍제동
경기도,화성시,마도면
대전광역시,대덕구,평촌동
전라남도,장흥군,안양면
충청남도,태안군,소원면
서울특별시,강남구,역삼동
서울특별시,노원구,상계동
경기도,포천시,소흘읍
경상남도,진주시,상평동
경기도,하남시,덕풍동
광주광역시,서구,풍암동
대전광역시,동구,정동
서울특별시,마포구,연남동
경기도,하남시,춘궁동
경상북도,영천시,임고면
서울특별시,중랑구,중화동
충청남도,당진시,신평면
인천광역시,서구,석남동
광주광역시,서구,서창동
서울특별시,은평구,녹번동
경기도,용인시수지구,상현동
경기도,안양시동안구,호계동
전라남도,목포시,석현동
부산광역시,금정구,부곡동
서울특별시,도봉구,방학동
인천광역시,서구,가정동
경기도,김포시,대곶면
경기도,화성시,남양읍
경상북도,영덕군,달산면
광주광역시,북구,용두동
전라북도,정읍시,신태인읍
경상남도,고성군,고성읍
충청남도,계룡시,두마면
경기도,포천시,신읍동
충청남도,홍성군,홍성읍
경상남도,함양군,함양읍
전라남도,담양군,금성면
서울특별시,서초구,우면동
인천광역시,남구,용현동
경기도,양주시,광사동
서울특별시,강북구,미아동
서울특별시,서대문구,홍은동
전라북도,장수군,계북면
충청북도,음성군,대소면
충청북도,음성군,금왕읍
강원도,고성군,죽왕면
강원도,고성군,간성읍
부산광역시,사하구,신평동
대전광역시,중구,선화동
충청북도,보은군,보은읍
충청북도,음성군,대소면
서울특별시,노원구,월계동
대전광역시,유성구,봉명동
부산광역시,금정구,서동
충청남도,아산시,신창면
부산광역시,부산진구,부전동
제주특별자치도,서귀포시,남원읍
충청남도,금산군,복수면
서울특별시,광진구,화양동
제주특별자치도,서귀포시,남원읍
부산광역시,남구,대연동
서울특별시,강서구,방화동
경상남도,양산시,물금읍
경기도,안성시,대덕면
강원도,원주시,관설동
서울특별시,관악구,남현동
서울특별시,송파구,가락동
서울특별시,강동구,천호동
제주특별자치도,서귀포시,남원읍
부산광역시,사상구,모라동
전라남도,순천시,서면
경기도,안양시만안구,안양동
서울특별시,영등포구,신길동
전라남도,신안군,안좌면
경기도,시흥시,과림동
서울특별시,서대문구,대현동
서울특별시,서대문구,충정로3가
서울특별시,강동구,천호동
울산광역시,중구,태화동
부산광역시,해운대구,우동
충청남도,부여군,장암면
부산광역시,부산진구,부전동
충청북도,청주시상당구,가덕면
경기도,안산시단원구,와동
서울특별시,강서구,가양동
전라남도,완도군,완도읍
경기도,안양시동안구,비산동
서울특별시,노원구,하계동
서울특별시,노원구,상계동
울산광역시,울주군,온산읍
경상북도,영덕군,영해면
경상남도,창원시 마산회원구,합성동
충청남도,서산시,예천동
충청북도,청주시청원구,오창읍
전라남도,목포시,유달동
전라북도,익산시,덕기동
경상남도,창녕군,유어면
부산광역시,사상구,덕포동
경기도,안양시만안구,석수동
경기도,성남시중원구,성남동
경기도,남양주시,오남읍
강원도,홍천군,화촌면
부산광역시,사하구,괴정동
서울특별시,강서구,화곡동
서울특별시,광진구,중곡동
경상북도,경산시,남산면
충청남도,아산시,배방읍
경기도,파주시,파주읍
서울특별시,양천구,신월동
인천광역시,중구,경동
인천광역시,서구,오류동
광주광역시,서구,벽진동
서울특별시,강서구,화곡동
경상북도,청송군,진보면
경기도,동두천시,생연동
전라남도,장흥군,대덕읍
경상남도,통영시,광도면
광주광역시,북구,양산동
경기도,하남시,감북동
전라남도,장흥군,용산면
서울특별시,은평구,불광동
서울특별시,성동구,행당동
경기도,시흥시,대야동
전라남도,나주시,노안면
인천광역시,남동구,논현동
경기도,화성시,팔탄면
대구광역시,수성구,범어동
경기도,여주시,산북면
경기도,부천시,괴안동
경기도,부천시,내동
강원도,원주시,반곡동
전라북도,고창군,공음면
충청남도,태안군,남면
경기도,여주시,가남읍
충청남도,천안시서북구,입장면
대구광역시,달성군,유가면
경기도,성남시분당구,이매동
경기도,화성시,마도면
부산광역시,북구,덕천동
광주광역시,남구,행암동
경기도,포천시,내촌면
부산광역시,사하구,하단동
경상북도,봉화군,명호면
강원도,고성군,간성읍
울산광역시,남구,무거동
서울특별시,종로구,창성동
경상북도,영덕군,강구면
부산광역시,사하구,괴정동
전라북도,전주시덕진구,여의동
서울특별시,강남구,대치동
경기도,고양시덕양구,주교동
서울특별시,서초구,양재동
서울특별시,강남구,대치동
부산광역시,금정구,구서동
광주광역시,북구,오치동
경기도,화성시,봉담읍
전라남도,강진군,도암면
서울특별시,동대문구,용두동
부산광역시,동래구,명륜동
광주광역시,북구,용봉동
경상남도,통영시,광도면
경상북도,경주시,황성동
대구광역시,달서구,월암동
충청남도,서천군,화양면
전라북도,익산시,영등동
경상북도,구미시,원평동
부산광역시,금정구,남산동
충청북도,증평군,도안면
경상남도,거창군,남하면
경상남도,함안군,칠원읍
서울특별시,관악구,신림동
강원도,강릉시,옥계면
서울특별시,종로구,혜화동
대전광역시,유성구,노은동
경상남도,통영시,광도면
대구광역시,북구,고성동3가
경상남도,고성군,하이면
부산광역시,사하구,다대동
경기도,화성시,마도면
강원도,태백시,황지동
경상남도,양산시,물금읍
경기도,포천시,설운동
경상남도,김해시,풍유동
대구광역시,북구,복현동
서울특별시,금천구,가산동
경기도,안산시단원구,초지동
전라남도,장흥군,장흥읍
경상남도,창원시 의창구,용호동
부산광역시,동구,범일동
전라남도,순천시,조례동
경상남도,김해시,진영읍
경상남도,진주시,상대동
전라북도,남원시,아영면
충청남도,서천군,장항읍
서울특별시,금천구,독산동
경기도,광주시,장지동
경기도,안양시만안구,박달동
전라북도,전주시완산구,중동
제주특별자치도,제주시,화북이동
경기도,여주시,흥천면
대전광역시,동구,가양동
충청북도,음성군,감곡면
서울특별시,도봉구,창동
충청북도,청주시서원구,사창동
충청남도,금산군,추부면
경기도,파주시,적성면
전라남도,영암군,군서면
경기도,용인시처인구,포곡읍
충청북도,옥천군,옥천읍
서울특별시,송파구,송파동
대전광역시,중구,문화동
전라남도,진도군,임회면
경상남도,함안군,군북면
경상북도,포항시북구,흥해읍
경기도,고양시일산동구,식사동
서울특별시,강동구,성내동
경기도,남양주시,조안면
대전광역시,대덕구,법동
경기도,화성시,장안면
충청북도,충주시,중앙탑면
부산광역시,동래구,온천동
광주광역시,북구,동림동
전라남도,목포시,산정동
서울특별시,영등포구,여의도동
부산광역시,남구,문현동
서울특별시,동작구,사당동
전라남도,목포시,옥암동
경상북도,경주시,외동읍
경기도,양주시,고암동
경상북도,포항시남구,효자동
대구광역시,남구,봉덕동
경상남도,창원시 의창구,팔용동
서울특별시,송파구,삼전동
부산광역시,북구,금곡동
경기도,의왕시,삼동
서울특별시,금천구,시흥동
강원도,삼척시,도계읍
경상남도,함안군,가야읍
울산광역시,중구,약사동
경기도,용인시처인구,포곡읍
인천광역시,남동구,만수동
강원도,삼척시,교동
충청남도,천안시서북구,업성동
충청북도,청주시서원구,산남동
전라남도,순천시,해룡면
경상남도,하동군,양보면
대구광역시,달서구,감삼동
강원도,강릉시,포남동
전라북도,전주시덕진구,인후동1가
경기도,포천시,동교동
서울특별시,중랑구,신내동
경기도,파주시,파평면
대전광역시,중구,부사동
서울특별시,송파구,가락동
부산광역시,기장군,정관읍
경기도,화성시,향남읍
경기도,광주시,오포읍
경기도,수원시팔달구,매교동
인천광역시,계양구,하야동
강원도,동해시,발한동
강원도,원주시,일산동
경기도,이천시,증포동
부산광역시,해운대구,반여동
경기도,가평군,가평읍
경기도,안산시단원구,선부동
울산광역시,남구,신정동
경상남도,양산시,물금읍
부산광역시,사상구,학장동
경기도,포천시,영북면
서울특별시,은평구,불광동
경기도,성남시중원구,성남동
대전광역시,중구,중촌동
부산광역시,부산진구,부전동
서울특별시,양천구,신정동
서울특별시,강동구,성내동
전라북도,남원시,향교동
경기도,시흥시,정왕동
경상북도,김천시,대광동
대구광역시,달서구,감삼동
서울특별시,강남구,일원동
서울특별시,서대문구,홍은동
경기도,화성시,정남면
강원도,삼척시,근덕면
서울특별시,서초구,방배동
인천광역시,계양구,작전동
경기도,고양시일산동구,정발산동
경기도,시흥시,은행동
경기도,과천시,문원동
대구광역시,달서구,호산동
경상북도,경주시,율동
대구광역시,달서구,신당동
경기도,평택시,오성면
대구광역시,달서구,진천동
경상북도,경주시,용강동
서울특별시,마포구,동교동
경상북도,문경시,흥덕동
서울특별시,서초구,우면동
경기도,시흥시,정왕동
전라북도,군산시,오식도동
서울특별시,금천구,시흥동
경상북도,구미시,공단동
대구광역시,남구,대명동
경상북도,포항시북구,죽도동
강원도,고성군,간성읍
경기도,양주시,회암동
경상남도,사천시,축동면
광주광역시,광산구,안청동
서울특별시,도봉구,방학동
부산광역시,강서구,화전동
경기도,동두천시,송내동
경상북도,청도군,청도읍
경기도,안산시상록구,월피동
충청남도,아산시,탕정면
충청남도,금산군,금성면
충청남도,공주시,옥룡동
전라북도,부안군,상서면
경상북도,경산시,진량읍
울산광역시,울주군,언양읍
서울특별시,강남구,개포동
서울특별시,성북구,정릉동
서울특별시,도봉구,쌍문동
강원도,속초시,대포동
서울특별시,양천구,목동
경상북도,문경시,유곡동
전라북도,군산시,산북동
서울특별시,송파구,삼전동
서울특별시,서초구,반포동
부산광역시,금정구,부곡동
전라남도,함평군,손불면
충청남도,논산시,은진면
부산광역시,부산진구,범천동
서울특별시,용산구,이태원동
대전광역시,대덕구,읍내동
경기도,부천시,중동
강원도,원주시,판부면
서울특별시,강동구,성내동
서울특별시,용산구,이태원동
충청남도,계룡시,두마면
전라북도,익산시,인화동2가
경기도,성남시분당구,수내동
경기도,남양주시,호평동
부산광역시,중구,부평동2가
광주광역시,광산구,하남동
인천광역시,남동구,간석동
전라남도,화순군,동면
서울특별시,동대문구,이문동
강원도,춘천시,사북면
경상남도,양산시,상북면
전라남도,신안군,지도읍
강원도,삼척시,신기면
경상남도,김해시,부곡동
경상남도,창원시 마산합포구,신포동2가
서울특별시,양천구,신정동
경상북도,영덕군,남정면
대전광역시,대덕구,읍내동
경기도,김포시,장기동
강원도,춘천시,동내면
인천광역시,강화군,송해면
강원도,양구군,해안면
서울특별시,마포구,서교동
경상남도,사천시,실안동
부산광역시,금정구,장전동
경상남도,창원시 진해구,제덕동
부산광역시,부산진구,가야동
부산광역시,강서구,강동동
경기도,화성시,팔탄면
인천광역시,서구,연희동
경상남도,산청군,시천면
충청북도,청주시흥덕구,강서동
충청남도,아산시,배방읍
경기도,포천시,소흘읍
서울특별시,관악구,신림동
경기도,수원시영통구,망포동
서울특별시,강남구,청담동
세종특별자치시,세종,아름동
경기도,안양시만안구,석수동
부산광역시,기장군,정관읍
서울특별시,강북구,미아동
경기도,화성시,기안동
강원도,원주시,지정면
대전광역시,동구,용전동
서울특별시,노원구,상계동
전라북도,완주군,소양면
서울특별시,중구,중림동
경상북도,상주시,인평동
세종특별자치시,세종,도담동
서울특별시,서초구,반포동
경기도,군포시,산본동
충청남도,논산시,연무읍
서울특별시,용산구,갈월동
울산광역시,남구,달동
제주특별자치도,서귀포시,동홍동
전라남도,화순군,동면
부산광역시,금정구,부곡동
부산광역시,금정구,부곡동
대구광역시,수성구,황금동
서울특별시,영등포구,대림동
경기도,성남시분당구,삼평동
울산광역시,울주군,서생면
경상북도,경주시,서면
충청북도,진천군,이월면
경상남도,거제시,장평동
경기도,광주시,오포읍
경상남도,밀양시,무안면
인천광역시,부평구,청천동
경상남도,양산시,북정동
경기도,용인시기흥구,청덕동
충청북도,청주시청원구,율량동
대구광역시,달서구,본리동
부산광역시,남구,용호동
경상남도,양산시,평산동
충청북도,괴산군,청천면
부산광역시,중구,남포동6가
충청남도,홍성군,홍성읍
제주특별자치도,제주시,이도이동
부산광역시,해운대구,석대동
서울특별시,동작구,흑석동
서울특별시,성북구,정릉동
경상남도,합천군,봉산면
대전광역시,서구,둔산동
경기도,남양주시,별내동
대구광역시,달성군,구지면
부산광역시,사하구,장림동
부산광역시,강서구,송정동
충청북도,옥천군,안남면
광주광역시,남구,신장동
경상남도,통영시,문화동
전라남도,나주시,빛가람동
대구광역시,서구,평리동
울산광역시,울주군,범서읍
전라북도,익산시,어양동
경상북도,청송군,안덕면
대구광역시,달서구,두류동
경상남도,거제시,장평동
전라북도,익산시,망성면
전라남도,해남군,송지면
서울특별시,종로구,창신동
대구광역시,달서구,파호동
서울특별시,서초구,염곡동
서울특별시,강서구,등촌동
서울특별시,마포구,서교동
인천광역시,남동구,서창동
서울특별시,강서구,화곡동
경기도,부천시,심곡동
